business_id,attributes.RestaurantsTakeOut,attributes.GoodForKids,postal_code,categories,attributes.RestaurantsPriceRange2,attributes.WiFi,attributes.RestaurantsDelivery,stars
uVhrX3j11osgAAgRnQ0rLg,True,False,V6B 5T4,"Mexican, Restaurants",2,no,False,3.5
KEV824mBUpfq7QL8_6B4mQ,True,True,V5S 1J9,"Burgers, Restaurants",1,free,False,3.0
gy-wustCrtZh0arceJufqw,True,True,V7A 4E8,"Ramen, Restaurants, Japanese",2,no,False,4.0
7Ouec2qlKyXnFrZc1tWIRQ,True,True,V6E 1C6,"Coffee & Tea, Chinese, Bubble Tea, Taiwanese, Food, Restaurants",1,free,True,4.0
kIdwy77j0rV5KCZ0y9SEQQ,True,True,V6J 4A3,"Restaurants, Seafood, Fish & Chips, Arts & Crafts, Seafood Markets, Shopping, Food Trucks, Food, Specialty Food",2,no,True,3.0
cCrAqP4LuWn9887zI-tjaA,True,True,V6K 4W7,"Noodles, Bars, Nightlife, Chinese, Restaurants",2,free,False,3.5
yjrJxldzYf6v1mtr8sFwkg,False,True,V6E 1A3,"Japanese, Sushi Bars, Restaurants, Seafood",3,free,False,3.0
QKJk53cz78UTl1uwxukcOw,True,True,V6K 2G6,"Macarons, Desserts, Gluten-Free, Specialty Food, Restaurants, Food, Bakeries",1,no,True,4.5
Byj8zjp8Guix1NtxLpLRXA,True,True,V6A 1S2,"Chinese, Dim Sum, Restaurants, Venues & Event Spaces, Event Planning & Services, Party & Event Planning, Seafood",2,free,True,3.0
jc_--PmcN8RbEV_LYDma1w,True,True,V6X 3X2,"Noodles, Asian Fusion, Food Stands, Chinese, Restaurants",1,no,False,3.0
6EqSSodN0-wFw4w74uuotg,True,True,V6J 5B8,"Restaurants, Japanese, Sushi Bars",2,no,True,2.0
qS15jCGq_m43eQryNCZmUg,True,True,V6X 2C1,"Chinese, Cafes, Restaurants",1,free,False,3.5
H3VIURIYMqG6aoqosRKSFA,True,False,V6X 2H6,"Restaurants, Hot Pot, Chinese",3,free,False,3.0
RdFbbpFq3ly-2R_CaLXXsg,True,True,V6X 1L5,"Chinese, Dim Sum, Seafood, Restaurants",2,free,False,3.5
ij4oi-cUXl0ESizFEFqvrw,True,True,V5N 2T4,"Food, Restaurants, Pizza, Vegan, Vegetarian, Italian",2,free,True,3.5
z8AAZUY2eN1w0UQVNtFZ5A,True,True,V3B 5R5,"Japanese, Restaurants",2,no,False,2.0
0KBrZxK-GyNviB4Dni9mKA,True,True,V3B 5Y9,"Restaurants, Vietnamese, Food",1,no,False,4.0
nTi01i7ueZFtB8Sm-DD5rQ,True,True,V3B 6P2,"Indian, Restaurants",2,free,True,4.0
YdFmI972fB1Ss1nUhqwurg,True,True,V7V 1L4,"Vietnamese, Restaurants",2,free,True,3.5
oXroAk-P-_jNceZ_rR3SIw,True,True,V3W 3M9,"Restaurants, Vegetarian",2,free,True,4.5
lGoiACOWVP9Icf2E04sDDw,True,True,V5C 2J5,"Japanese, Noodles, Ramen, Restaurants",2,free,False,4.0
JacdvNp5MjIrn3LNnjQ02A,True,True,V6X 0M6,"Desserts, Sandwiches, Vietnamese, Coffee & Tea, Food, Soup, French, Restaurants",2,free,True,4.0
DqjYN3cV72OFPP1m0NW12g,True,True,V7M 2E7,"Restaurants, Sushi Bars, Japanese, Salad",2,no,True,4.0
m0_G6-wN_jrcfu-BUBzM0A,True,True,V6J 1N3,"Food, Vegetarian, Coffee & Tea, Cafes, Shopping, Fashion, Vegan, Fitness & Instruction, Active Life, Cardio Classes, Personal Shopping, Restaurants, Gyms",2,free,False,4.0
mOVjO58MuUWGkTZdNznwDw,True,True,V5X 0C4,"Food Stands, Fast Food, Burgers, Breakfast & Brunch, Restaurants",2,free,True,2.5
mj2f94MvQxu3koaYHE92EQ,True,True,V7M 3J9,"Japanese, Sushi Bars, Restaurants, Seafood",2,free,True,3.5
3m9xLM-fPPpOm7eSawj3PQ,True,True,V5N 4E8,"Breakfast & Brunch, Sandwiches, Restaurants, Cafes",2,free,False,3.5
iV8i_ZXXBj1JTqFrJfleQw,True,False,V6B 2J2,"Bars, Cafes, Lounges, Nightlife, Pubs, Restaurants, Canadian (New), Tapas Bars",2,free,False,4.0
V2MqBu1-l3PNISA2BkvLSw,True,True,V6J 3Y2,"Internet Cafes, Bakeries, Pizza, Food, Desserts, Coffee & Tea, Restaurants",2,free,True,3.5
LziFVCriy7E3PpwpiGgjmw,True,False,V6K 2E4,"Gastropubs, Music Venues, Nightlife, Arts & Entertainment, Restaurants, Bars, Burgers, Pubs",2,free,False,3.0
A2LlypupTsAZLHrkja_E6w,True,True,V6J 1H6,"Breakfast & Brunch, Food, Patisserie/Cake Shop, Bakeries, Restaurants, Waffles",2,no,False,4.5
VAaiyvD_9KMcg8BYaPX3OQ,True,False,V6C 1P7,"Food, French, Venues & Event Spaces, Cafes, Event Planning & Services, Restaurants, Sandwiches, Caterers, Coffee & Tea",2,free,True,3.5
GzDU6dVNoowb6jmjbpqN_Q,True,True,V6J 1G5,"Sandwiches, Cafes, Coffee Roasteries, Salad, Breakfast & Brunch, Coffee & Tea, Food, Restaurants",1,free,False,4.0
FMXoMkB2R2afQc2fQaXP1w,True,True,V5E 0A6,"Restaurants, Dim Sum, Seafood, Chinese",2,no,False,3.0
bLpBq0FlNmKH3UO1Ms0vSQ,True,True,V6Z 2R6,"Food, Sandwiches, Vietnamese, Restaurants, Coffee & Tea",1,free,True,4.0
XKA9CyLpVBgsmR4rXHaqrA,True,True,V5Z 1S8,"Restaurants, Bakeries, Food, Comfort Food, Coffee & Tea",2,free,False,4.0
di-gJnE-hSUHUgzg_PdbqQ,True,True,V5C 2H9,"Restaurants, Sandwiches, Bistros, French, Breakfast & Brunch",2,free,False,4.0
eCCzuCx5_-W8h0rKeR6KSA,True,True,V6B,"Donuts, Coffee & Tea, Sandwiches, Food, Restaurants",1,free,False,2.5
uonaIMF0GOLC8UzKR3IaQA,True,True,V5T 1W1,"Restaurants, Breakfast & Brunch, Diners, Canadian (New), Burgers, American (Traditional)",2,free,True,4.0
jQPxfRQADN_mtUVVIOmvfg,True,False,V6J 5L1,"Wedding Planning, Venues & Event Spaces, Restaurants, Seafood, Breakfast & Brunch, Canadian (New), Event Planning & Services, Caterers",2,free,False,3.5
vdumnVKnXxDNzTPU9PNbVQ,True,True,V3J 1N7,"Ethnic Food, Sushi Bars, Japanese, Specialty Food, Food, Restaurants",2,no,True,3.5
MKRd7jkw2Bx_UxvvKRYP9g,True,True,V3W,"Imported Food, Pakistani, Bakeries, Ethnic Food, Food, Indian, Specialty Food, Restaurants",1,no,False,4.0
M7n5IggQx5SkmtuVTZI3wQ,True,True,V3K 3V8,"Restaurants, Asian Fusion, Korean",2,no,False,3.5
UAcbpL0tF-URY0yKlLw6ow,True,True,V5V 3N9,"Restaurants, Chinese, Seafood, Food, Ethnic Food, Sandwiches, Dim Sum, Specialty Food",2,free,False,3.5
M1kP4u3OmtUEW_9ob8ZH7A,True,True,V6K 2H3,"Breakfast & Brunch, Restaurants, Donuts, Food, Coffee & Tea",1,free,False,2.5
bb2yORNNEc22UH17ei7ntw,True,True,V6A 2V1,"Vegan, Restaurants, Salad, Ice Cream & Frozen Yogurt, Pizza, Food",2,free,True,4.0
KFG7Pf_Pt-hRSirdwrz-IA,True,True,V6N 2G5,"Bakeries, Coffee & Tea, Food, Restaurants, Cafes",2,no,False,3.5
iElDFWGLg4DYc6VjmoHXiA,True,True,V6K 1K8,"Restaurants, Fast Food, Food, Burgers, Coffee & Tea",1,free,True,3.0
oLDRZm0e5IyuOqG2gqM44A,True,True,V6X 3X9,"Food Court, Chinese, Restaurants, Food Stands",1,no,False,4.5
ikhmu8yxI9qnfuu8lnU5vQ,True,True,V5P 3V1,"Breakfast & Brunch, Restaurants, Cafes, Chinese",1,free,True,3.5
5OCrBYjZbHff3VtVRf1VMg,True,True,V5Z 2W4,"Creperies, Restaurants, Breakfast & Brunch, Cafes, Diners, Modern European",2,free,False,3.5
jyjElVWufWjLR3qUDJ7RKQ,True,True,V5C 2K6,"Noodles, Sandwiches, Burgers, Restaurants, Chinese",1,free,True,3.0
oSRxJSXssqOAAVlF1DS0Zg,True,True,V6S 0B9,"Cafes, Bakeries, Food, Comfort Food, Restaurants",1,free,True,4.5
f7Sr6NKUtQYCZZSvYiNvtA,True,False,V6B 1R2,"Canadian (New), Nightlife, Cocktail Bars, American (New), Food, Restaurants, Food Delivery Services, Cheesesteaks, Burgers, Bars",2,free,True,3.5
0xVb0Rus70qKqngJ3oLJUw,True,True,V6C 1X6,"Restaurants, Food Stands, Food, Burgers, Food Trucks",1,no,True,4.0
PpPVbWqcPaUbtnWIYTcMsQ,True,True,V6K 3E6,"Restaurants, Breakfast & Brunch",2,free,False,3.5
EN-e560Uy07yf6uOXv301g,True,True,V5R 5K6,"Restaurants, Japanese, Sushi Bars",2,no,False,3.5
dputIHq0k3FhU4-w0j0otQ,True,True,V3M 6V4,"Coffee & Tea, Food, Restaurants, Breakfast & Brunch, Desserts, Sandwiches",1,free,False,4.0
885u-ztkE5Y0pyIlB7p5xg,True,True,V3R 4G6,"Breakfast & Brunch, Canadian (New), Burgers, Restaurants",2,free,False,2.5
sLBJg33T9LfeKmq-FKxssg,True,False,V5T 3E4,"Restaurants, American (New), Canadian (New)",2,free,False,3.0
JfC4A8uJXxdVBuK1hCcJLw,True,True,V6H 3R9,"Bakeries, Food, Restaurants, Food Stands",2,no,True,3.5
Iglc-ObReFZLKEzdKMZbXg,True,True,V3W 3N5,"Sushi Bars, Japanese, Restaurants",2,free,True,3.5
XAml4XXnE1a6RZuGmxpbiA,True,True,V6B 2L3,"Sandwiches, Food, Delicatessen, Restaurants, Education, Herbs & Spices, Cafes, Cooking Schools, Delis, Event Planning & Services, Specialty Schools, Caterers, Specialty Food",2,free,False,4.5
P_saBktP7iejcASy6FIe7w,True,True,V7J 2A2,"Japanese, Sushi Bars, Restaurants",1,no,False,4.0
phni7Bl1VxVUvXXe61-uTg,True,True,V3N 1B1,"Restaurants, Soup, Vietnamese",1,no,False,4.0
DP0wh5OH8KTe2N8j1nUfHQ,True,False,V6B 0R3,"Fast Food, Comfort Food, Restaurants, Nightlife, Bars",2,no,True,3.5
mFwAK9w_Q7n9VlsS0Cgcgg,True,True,V3C 6K5,"Burgers, Fast Food, Coffee & Tea, Food, Restaurants",1,free,True,2.5
Lkyq5yUrzoCpvzpZd_kJlQ,True,True,V6H 1H6,"Restaurants, Donairs, Food, Greek, Pizza",1,no,True,3.5
BvMaOYQviIrOEx3IAz9jLw,True,True,V3H 4H2,"Restaurants, Chinese",1,no,True,3.0
kZN_-zju67rEQVUSaewRhA,True,False,V6B 2X6,"Wine Bars, Nightlife, Canadian (New), American (New), French, Bars, Event Planning & Services, Restaurants, Tapas Bars, Venues & Event Spaces",3,free,True,4.0
QmkGDL-8zexdKV3Xcn8ZYg,True,True,V6Z 2Y3,"Restaurants, Breakfast & Brunch",2,no,True,4.0
eqpBdNm-UtMIsodfxLU7MA,True,True,V6E 1B2,"Indian, Restaurants",2,free,True,4.0
ZjFTVTIwPjwwva3DzNGsew,True,True,V6E 1Z8,"Restaurants, Bars, Italian, Nightlife, Wine Bars",3,free,True,4.0
G2J_7cGsJ75v65bZE31iDw,True,True,V6X 1A7,"Restaurants, Chinese, Steakhouses",1,no,False,2.5
xggIfs5oKK9UCTLL0C5axA,True,True,V5B 1R7,"Japanese, Restaurants, Sushi Bars",2,no,False,3.5
S6P8Ij8-at3FOHnz2X_h0g,True,True,V7V 1J4,"Restaurants, Japanese, Sushi Bars",1,no,False,4.0
s-pr9ng_rj17x0r_YlXp9g,True,True,V6X 2A4,"Restaurants, Hot Pot, Taiwanese, Asian Fusion",2,free,True,4.0
Fu5aEB2vLHMWUmHHh68r0w,True,True,V5P 3Y8,"Taiwanese, Food, Restaurants",1,free,False,3.5
vaI9gd08Rv5qGGx4E5gySA,True,True,V5H 4V2,"Cafes, Restaurants, Taiwanese, Chinese",1,free,False,2.5
mbXdf7JYd8bswptJ3Ye52Q,True,True,V5Y 1P5,"American (Traditional), Burgers, Restaurants, Fast Food",2,no,True,3.0
YKwslU27SRfzgpAPV6UxUg,True,True,V5V 3R1,"Bakeries, Food, Cafes, Restaurants, Coffee & Tea",2,no,False,4.5
QVlOhxYB33MNHKtNPet9fw,True,False,V6G 1C8,"Korean, Restaurants, Chicken Wings, Bars, Nightlife",2,free,True,3.0
ZgSMmhoDxntv1vjGPlqcLA,True,True,V7T 1B8,"Sushi Bars, Soup, Japanese, Restaurants",2,free,False,3.5
dDvgEm3PCCEiRfmxlufOmA,True,True,V6X 3J3,"Restaurants, Malaysian, Hong Kong Style Cafe, Chinese",2,free,True,3.5
LGR2I6Nfzo_2Za901e9v5g,True,True,V5J 3J4,"Restaurants, Vietnamese, Noodles",1,free,False,4.0
UcQDBeGK_g_rSvfSkm2RCA,True,True,V5V 3R1,"Shopping, Grocery, Specialty Food, Meat Shops, Halal, Food, Middle Eastern, Restaurants",2,no,False,3.5
4o3gJ9wysyQwU10QJQTxPg,True,True,V3B 2H6,"Restaurants, Chinese, Seafood, Dim Sum",2,free,False,3.5
VECCQMciCK3mK1EFcC4P4g,True,True,V5R 6C9,"Restaurants, Food, Desserts, Japanese, Cafes",2,free,False,4.0
vYYnRW671uA7OKoS0wuALA,True,True,V3B 7K1,"Restaurants, Chicken Shop, Chicken Wings, Fast Food, Breakfast & Brunch",2,free,False,3.5
FlvK_uBGhEuhq0g9FD3ThA,True,True,V5V 0B3,"Restaurants, Japanese, Hawaiian",2,free,True,3.5
Zly6s0jKPSLbRcvjxaj3yg,True,True,V6H 3S2,"Greek, Restaurants",2,no,False,3.5
2nBr7JSUP3pMdUD9VLI5sA,True,True,V5X 1B3,"Restaurants, Food, Chinese, Noodles",2,free,False,3.5
NzOeBkZr1Zd0XJ-rBihADQ,True,True,V6Y 2B8,"Chinese, Restaurants",2,free,False,2.5
WEa-B2sjwWD984ZiymnmQQ,True,True,V6H 2V2,"Restaurants, Pizza, Food Delivery Services, Food",1,no,True,3.5
v1SXL8kxvZ31HABeHvtgzA,True,True,V6Z 2B7,"Restaurants, Japanese",2,no,True,4.0
cGptEAdKVuYUVKV-CV99hQ,True,True,V7T 2Y1,"Restaurants, Cafes, Food, Coffee & Tea",2,free,False,2.5
lqKJxvqwNVcfulH09MEFmw,True,False,V7B 0A5,"Vietnamese, Restaurants",2,free,False,2.5
_MWduI6DKnLYgvpq19kfWg,True,True,V6Z 1A1,"Pizza, Restaurants",1,free,True,2.5
Qm9XPU79HfyM9ucqJkBPFg,True,True,V6B 1S5,"Japanese, Sushi Bars, Bars, Korean, Food Court, Restaurants, Nightlife",2,free,True,3.5
UqXaDDqKv2x3dZ4_tX9wbg,True,True,V6X 3Z9,"Chinese, Restaurants",2,free,True,3.5
WsBJnjMAy2KOIE9InQupug,True,True,V5N 4A7,"Restaurants, Pizza",1,no,True,3.5
sDAy4gSPMi0NXKZNpbcWFg,True,True,V5C 2H8,"Italian, Restaurants",2,free,True,3.5
97bRgPaMT2ZmqGOEtFbXWw,True,True,V7E 4R7,"Malaysian, Restaurants, Thai",2,no,True,3.5
x0HnyJq3UqtZ8KlKkIPP5Q,True,True,V3R 7C1,"Restaurants, Fast Food, Burgers",2,free,False,2.5
p3N67zgxmRsEyiO2S16aZw,True,False,V6E 2E9,"Seafood, Cajun/Creole, Live/Raw Food, Southern, Restaurants",2,free,False,3.0
xly7VqTnCnBD_bxvRQ6qFg,True,True,V5G 3G1,"Restaurants, Chinese",2,no,True,2.5
G-Ugj0M9x_-nL_t2yLUk3w,True,True,V5L 3X2,"Cafes, Coffee & Tea, Restaurants, Food",2,free,False,4.0
vRzIRuOmxoqz0uSIDSYdfw,True,True,V5C 2J4,"Food, Restaurants, Coffee & Tea, Breakfast & Brunch, Sandwiches",2,free,True,4.0
cBhHrLWnn-jNq5zHoMNkhA,True,True,V6K 1R1,"Indian, Pakistani, Middle Eastern, Restaurants",2,no,True,3.5
tbV0c_vYPCazF2EDf1VJxA,True,True,V6R 2J1,"British, Seafood, Diners, Restaurants",2,no,False,4.0
DkKH_q0_vdWSWZwFhPFLZw,True,True,V6G 3E4,"Italian, Restaurants",3,no,True,4.5
yMjSR4KEagyWvAnxSw4GHg,True,True,V5X 2S3,"Breakfast & Brunch, Burgers, Restaurants",1,no,False,3.0
JiWMDZKt-2firk2bYrwiyA,True,False,V6Z 1K3,"Restaurants, Irish, Canadian (New), Pubs, Bars, Nightlife",2,free,False,3.5
KNXWKB7VZFt-AKK_WUiaaQ,True,True,V3W 1P6,"Sushi Bars, Restaurants, Japanese",2,free,True,3.5
BzFpypYvh7RM7hiks7iRvA,True,True,V7P 3T2,"Taiwanese, Food, Restaurants, Bubble Tea",1,free,False,4.0
M5RlVOgA8OTY29RJa7ZsjA,True,True,V6X 1L5,"Taiwanese, Bubble Tea, Food, Asian Fusion, Restaurants, Chinese",1,free,True,3.0
tDhDkwWlAMgE066coVuMRw,True,True,V5C,"Japanese, Restaurants, Sushi Bars",2,no,False,4.0
4FJSU0eLE7mPzOc7GpvNXQ,False,False,V6Z 1M4,"Cafes, Restaurants, Canadian (New), American (New)",2,free,False,2.0
lI_MtIincsGqUGMmvzEZRw,True,False,V6B 2T5,"Seafood, American (New), Restaurants, Event Planning & Services, Canadian (New), Venues & Event Spaces, Lounges, Wedding Planning, Bars, Tapas/Small Plates, Nightlife",2,free,True,3.5
FkzUkjxk8GmMz16s0ghyzA,True,True,V6E 1C6,"Restaurants, Japanese, Sushi Bars",2,no,False,3.5
d5c01xr0_XVaMlGvmxj8pQ,True,True,V6J 1E8,"Seafood, Specialty Food, Fish & Chips, Restaurants, Seafood Markets, Food",2,no,False,4.0
DqxAArHOssu55PBlh7A5Wg,True,True,V6X 1A7,"Noodles, Specialty Food, Ethnic Food, Chinese, Food, Restaurants",1,no,False,3.5
MWerlIaV9pIcFpWsrtC-cg,True,False,V6B 2M8,"Pubs, Nightlife, Bars, American (Traditional), Restaurants",2,free,False,4.0
w6VnEm6RPDGpiR0rLYH02A,True,True,V6G 1V9,"Burgers, Fast Food, Restaurants, Food, Coffee & Tea",1,free,True,2.5
jlGYkFdCUuQPad13uJ_4ag,True,True,V7H 2Y4,"Juice Bars & Smoothies, Restaurants, Vegetarian, Gluten-Free, Food",2,free,True,4.0
kcVBA73bF0Wv2de0mUQoug,True,True,V3T 4Y8,"Filipino, Chinese, Restaurants, Bakeries, Food, Dim Sum",1,no,False,3.5
GOTYtiGZ1fxE3jw6_7R0yg,True,True,V5Z 1A6,"Food, Japanese, Restaurants, Specialty Food, Sushi Bars, Ethnic Food",2,free,True,4.0
5l7nJlN5zeeaO-VsyaMdBQ,True,True,V5N 2T2,"Burgers, Restaurants, Fast Food, Coffee & Tea, Food",1,free,True,2.5
AZaSqdPoPvsfTDnAMeoOkw,True,True,V6A 2V4,"Vietnamese, Sandwiches, Restaurants",1,no,False,4.0
CSXPqFn64hpPHgzeBxTsQw,True,True,V6X 0A8,"Breakfast & Brunch, Fast Food, Burgers, Restaurants",1,free,True,2.0
lQlJvXi19RJs_q4xR6gcNg,True,True,V6X 3L7,"Desserts, Specialty Food, Food, Chinese, Ethnic Food, Restaurants, Imported Food",1,no,False,4.0
LqzeN5HH6K1KXI6PsKdN4g,True,True,V6J 1M7,"Vietnamese, Restaurants, Asian Fusion, Coffee & Tea, Food",2,no,True,4.0
sB27i1ogpyH9BBVA12Wc1w,True,True,V6X 1A3,"Restaurants, Pubs, Nightlife, Bars, Canadian (New), American (New)",2,free,False,3.0
E_c6KTuHbTIhNE6wHrKl9A,True,True,V5H 2E2,"Restaurants, Sushi Bars, Food Delivery Services, Japanese, Food",2,free,True,3.0
Z4CPErQx05QWbgxXmBJpZg,True,True,V6P 4Z4,"Vietnamese, Sandwiches, Food, Restaurants, Bubble Tea",1,free,True,3.5
b-Nou3a6fFFoPKsYnUom9A,True,True,V5T 3G2,"Food, Restaurants, Ice Cream & Frozen Yogurt, Fast Food",1,no,True,3.5
bKqXitU3ZQeds_AJQxlUDA,True,True,V6X 2T9,"Restaurants, Indian",2,no,True,3.0
cuWFgQji03D6Qfzm9LsxBg,True,True,V5A 4H7,"Sandwiches, Pizza, Restaurants, Indian",2,free,True,4.5
rAuKUf86OS4bV8YtzCLpKA,True,False,V6K 2H3,"Nightlife, Bars, Music Venues, Arts & Entertainment, Sports Bars, Canadian (New), Restaurants",2,free,True,2.5
F7m1sYhb6cF3el_jgw7FWg,True,True,V5T 1W2,"Pizza, Restaurants",1,free,True,2.0
9M0fMCFxHpROv_VaUNvMmw,True,True,V5M 0C4,"Restaurants, Vegan, Asian Fusion, Salad, Fast Food, Vegetarian, Juice Bars & Smoothies, Ice Cream & Frozen Yogurt, Food, Gluten-Free",2,free,True,3.0
_3EFs4CB9DXiKWv6a4RhwQ,True,True,V7L 4T4,"Vietnamese, Restaurants",1,free,True,3.5
cLVwhzVhNdF-5sM56p3ODQ,True,True,V6X 4A7,"Japanese, Sushi Bars, Restaurants",2,free,False,3.0
K1wzSKFgfYXy9C2nGA0bmw,True,True,V5T 1C3,"Cafes, Restaurants, Bakeries, Food, Coffee & Tea",1,free,False,4.0
tPe5JBjVRbZ8MXR7Tl8jaA,True,True,V6H 1E6,"Vietnamese, Ethnic Food, Food, Specialty Food, Restaurants",1,no,True,3.0
FKRIAXFVh-8Rm0nS6dzGyA,True,True,V7V 1A6,"Pakistani, Indian, Middle Eastern, Restaurants",2,free,True,3.0
2UAmjQgLdVFqmPRvrDA2PA,True,True,V6B 1V8,"Restaurants, Tapas Bars, Japanese, Food, Beer, Wine & Spirits, Tapas/Small Plates, Ramen, Asian Fusion",2,free,True,3.5
aSA-Wku5H1aGHZi444qmIQ,True,True,V6R 4N6,"Restaurants, Pizza",1,free,True,3.5
JibdRgu1SIV79kRarfbQTQ,True,True,V5B 4A1,"Restaurants, Italian, Pizza",2,free,True,3.5
ucjQE-xUHQrGFNx_1BDZ0A,True,False,V6C 3K4,"Restaurants, Coffee & Tea, Sandwiches, Food",2,free,True,4.0
QKnRngxSLkD6VdHphaz18g,True,True,V6Z 3E2,"Restaurants, Cafes, Bakeries, Sandwiches, Food",2,free,True,4.0
bR0Mfq3RLOBz1R403DC6vg,False,True,V7M 3K7,"Restaurants, British, Seafood",2,free,False,3.0
-OPJmI98OfSf9mNHC_VLYA,True,True,V6A 2C4,"Restaurants, Sandwiches, Delis, Food, Bakeries, Coffee & Tea, Grocery",1,free,False,4.5
8u3gHJhY8YTy5jd8fbiZdQ,True,True,V3W 4E1,"Desserts, Specialty Food, Food, Indian, Restaurants",2,no,True,4.0
j0uomBri39Pf9NED_tPteA,True,False,V6C 2R7,"Cocktail Bars, Bars, Pubs, Restaurants, Gastropubs, Pizza, Nightlife",2,free,False,3.5
Gi947_kXfuNiNgKuZFCdkw,False,False,V6B 1C1,"Bars, Nightlife, Tapas Bars, Lounges, Restaurants",3,free,True,3.5
UAClOVc95wqtRTQAq4U2Yw,True,True,V6E 4A6,"Sushi Bars, Restaurants, Japanese",2,no,True,2.0
z-1HXkudDPE4bY1TbCwE8Q,True,True,V6E 1N4,"French, Poutineries, Fast Food, Restaurants, Food",1,free,True,4.0
efyyF38rmblA6tHRbdHfYQ,True,True,V5N 5E5,"Breakfast & Brunch, American (Traditional), Restaurants",1,no,True,3.5
E0dEhVkF-2FCfgWU2FBfnA,True,True,V6K 2H5,"Donairs, Middle Eastern, Mediterranean, Fast Food, Restaurants, Food, Turkish",1,free,True,4.0
OizE9Pu4uE8wt3rPtSYbUw,True,True,V5C 2J6,"Japanese, Restaurants, Sushi Bars, Soup",2,free,True,3.0
ieuUpA1eswgXDAfxp8B42A,True,False,V5L 3Y4,"Restaurants, Mexican",2,free,True,4.0
Ofsa_M0q6oZ7twsgGQ4Vqg,True,True,V5G 3H5,"Taiwanese, Noodles, Restaurants, Chinese",2,free,True,3.5
AEOyRbQtYD3bmX1qJWvt4g,True,True,V5Z 1E9,"Restaurants, Food, Noodles, Chinese",2,free,False,3.5
As07d8IrOEsH-aJg-9EsFw,True,True,V6X 0M5,"Restaurants, Mongolian, Food Court",2,no,True,4.0
RxiPusKlkh92t6pmhHf99Q,True,True,V6H 3S2,"Sandwiches, Bakeries, Food, Restaurants",1,no,False,4.0
Pz_y4D0j6RQXjS_JOKQj2g,True,True,V3K 3P3,"Italian, Restaurants",2,no,True,4.0
8Ac2-f6ovDIY2owK_1-_PQ,True,True,V5H 4M1,"Pizza, Restaurants",1,free,True,3.5
8hIZQ9K-Mwt35PV6d3RpUA,False,True,V7B 0A4,"Restaurants, Fish & Chips",2,free,False,3.0
uuN8Q6Ke6Grn1U0A7ADX9A,True,False,V5V 3P2,"French, Restaurants",3,free,True,3.5
-0aOWWsqmzgF18V3PLPnRg,True,True,V6E 1T7,"Restaurants, Chinese, Asian Fusion",4,free,False,3.5
VNxlp4ktHwwFBcHOOa0GLA,True,False,V5V 3P6,"Restaurants, Breakfast & Brunch, Lounges, Bars, Nightlife, American (New), Canadian (New)",2,free,False,4.0
x63Njqk1QbKT3_QawD4IIQ,True,True,V6K 2G2,"Breakfast & Brunch, Sandwiches, Diners, Restaurants",2,free,True,3.5
mz9k22tsUTnTchO76drLzQ,True,True,V6H 3R9,"Delis, Hot Dogs, Sandwiches, Restaurants",1,no,False,3.0
P3pC0tfp--obat6dVASp6g,True,True,V3R 7V4,"Restaurants, Korean",2,free,False,4.5
IUqO5Vn5_qe3Aw0pvzUluA,True,True,V3C 3B2,"Restaurants, Japanese, Sushi Bars",1,free,True,3.0
V9SDw_bLLCMKvgouqGq6-w,True,True,V5Z 2W6,"Restaurants, Japanese, Sushi Bars",2,free,True,3.0
VlV2pcklu5HY32F5MhIgIg,True,True,V6B 2B2,"Bakeries, Belgian, Food, Restaurants, Breakfast & Brunch",2,free,True,4.0
TBZWqZ9s8BO_YMAhouqa-g,True,True,V7A 4E7,"Noodles, Vietnamese, Sandwiches, Restaurants",1,free,False,4.0
t6HuIdPuTn6ywi1cDLmIeg,True,True,V5T 1B1,"Gluten-Free, Restaurants, Live/Raw Food, Food, Juice Bars & Smoothies, Vegan",1,free,True,3.5
ytNdfZWx3b1u_BdUcSsvdA,True,True,V6B 2W2,"Thai, Restaurants, Noodles, Asian Fusion",2,no,True,2.5
kdib46QfquzhSh-iUZx18A,True,True,V5H 4N2,"Food Court, Restaurants, Creperies",2,no,True,2.0
0N9E1acBabh4u4bZ_tcrBw,True,True,V6B 2Y5,"Cafes, Italian, Restaurants, Ice Cream & Frozen Yogurt, Gelato, Coffee & Tea, Food",2,free,False,4.0
AXMlEVyYXRr6cVEx96TGuw,True,False,V3H 2B1,"Beer, Wine & Spirits, Bars, Restaurants, Pubs, Nightlife, Lounges, Food, Canadian (New)",2,free,True,3.5
U7ZjjJLToVrODZz1pO5oVA,True,True,V5C 1R3,"Burgers, Sandwiches, Restaurants, Barbeque, Chicken Wings",2,no,True,3.5
idua0Nn_eudzgItMS4KX7A,True,True,V6G 3J2,"Breakfast & Brunch, Restaurants, Coffee & Tea, Food",1,free,True,4.5
G6JPF3xIyV9XnjLJ73x_gA,True,True,V5H 2E8,"Japanese, Restaurants, Sushi Bars",2,free,True,3.5
7S4ztwSFQhvHmSXUeywdBg,True,True,V5K 2A8,"Pizza, Restaurants, Breakfast & Brunch, Coffee & Tea, Bakeries, Desserts, Food, Waffles",2,no,False,4.5
cp6Bq3-VcearblmgKK1rBQ,True,True,V5X 3X6,"Indian, Restaurants",2,no,True,4.5
kK4imiJdmPKJBgQXoQ_VTg,False,True,V6G 1Z4,"Tea Rooms, Restaurants, Seafood, Food",3,no,False,4.0
